"IDNumber";"LastName";"FirstName";"Sex";"DOB";"Firstonlist"
"77777344";"Czerniak";"Moshe";"M";1910.2.3 0:00:00;1970.12.31 0:00:00
"3400280";"Ader";"Walter";"M";1913.11.7 0:00:00;1970.12.31 0:00:00
"3400450";"Letelier Martner";"Rene";"M";1915.9.21 0:00:00;1970.12.31 0:00:00
"1200780";"Reicher";"Emanoil-George";"M";1930.3.27 0:00:00;1970.12.31 0:00:00
"11600080";"Gipslis";"Aivars";"M";1937.2.8 0:00:00;1970.12.31 0:00:00
"1200119";"Ghitescu";"Theodor";"M";1934.1.24 0:00:00;1970.12.31 0:00:00
"12500011";"Harandi";"Khosro";"M";1950.9.1 0:00:00;1970.12.31 0:00:00
"1200267";"Urzica";"Aurel";"M";1952.11.11 0:00:00;1970.12.31 0:00:00
"1200232";"Ungureanu";"Emil";"M";1936.11.1 0:00:00;1970.12.31 0:00:00
"1200305777";"Mititelu";"Gheorghe";"M";1934.10.30 0:00:00;1970.12.31 0:00:00
"1200933777";"Troianescu";"Octavio";"M";1916.2.6 0:00:00;1970.12.31 0:00:00
"11600063777";"Bagirov";"Vladimir";"M";1936.8.16 0:00:00;1970.12.31 0:00:00
"1200720";"Stanciu";"Traian";"M";1935.9.14 0:00:00;1970.12.31 0:00:00
"4611721";"Baumbach";"Friedrich";"M";1935.9.8 0:00:00;1970.12.31 0:00:00
"1200011";"Gheorghiu";"Florin";"M";1944.4.6 0:00:00;1970.12.31 0:00:00
"16985";"Book";"Eero Elinar";"M";1910.2.9 0:00:00;1970.12.31 0:00:00
"11600020";"Tal";"Mikhail N.";"M";1936.11.9 0:00:00;1970.12.31 0:00:00
"7777795";"Barcza";"Gedeon";"M";1911.8.21 0:00:00;1970.12.31 0:00:00
"777771483";"O'Kelly de Galway";"Alberic";"M";1911.5.17 0:00:00;1970.12.31 0:00:00
"777778204";"Nilsson";"Zandor";"M";1913.7.2 0:00:00;1970.12.31 0:00:00
"777778205";"Skold";"Kristian";"M";1911.9.26 0:00:00;1970.12.31 0:00:00
"777778209";"Nezmetdinov";"Rashid";"M";1912.12.15 0:00:00;1970.12.31 0:00:00
"777778214";"Stein";"Leonid";"M";1934.11.12 0:00:00;1970.12.31 0:00:00
"777778217";"Zaitsev";"Alexander";"M";1935.6.15 0:00:00;1970.12.31 0:00:00
"1600540";"Roehrl";"Karl";"M";1941.1.11 0:00:00;1970.12.31 0:00:00
"777778999";"Szabo";"Julius";"M";1933.8.24 0:00:00;1970.12.31 0:00:00
"777776009";"Boleslavsky";"Isaac";"M";1919.6.9 0:00:00;1970.12.31 0:00:00
"777778124";"Hemmassi";"Nasser";"M";1940.1.1 0:00:00;1970.12.31 0:00:00
"777771936";"Suer";"Nevzat";"M";1925.1.1 0:00:00;1970.12.31 0:00:00
"777772224";"Zinn";"Lothar";"M";1938.3.19 0:00:00;1970.12.31 0:00:00
"777773008";"Luckis";"Marcos";"M";1905.1.17 0:00:00;1970.12.31 0:00:00
"777772183";"Wotulo";"Max Arie";"M";1932.8.5 0:00:00;1970.12.31 0:00:00
"77777309";"Ciocaltea";"Victor";"M";1932.1.16 0:00:00;1970.12.31 0:00:00
"777778479";"Safvat";"Younus";"M";1940.1.1 0:00:00;1970.12.31 0:00:00
"77777796";"Heidenfeld";"Wolfgang";"M";1911.5.29 0:00:00;1970.12.31 0:00:00
"1700014";"Andersson";"Ulf";"M";1951.6.27 0:00:00;1970.12.31 0:00:00
"777778151";"Samisch";"Fritz";"M";;1970.12.31 0:00:00
"777776021";"Canal";"Esteban";"M";;1970.12.31 0:00:00
"777776050";"Fairhurst";"William";"M";1903.8.21 0:00:00;1970.12.31 0:00:00
"777776222";"Furman";"Semen";"M";1920.12.1 0:00:00;1970.12.31 0:00:00
"77777628";"Gereben";"Erno";"M";1907.6.18 0:00:00;1970.12.31 0:00:00
"777778199";"Van Den Berg";"Carel";"M";1924.2.12 0:00:00;1970.12.31 0:00:00
"777771596";"Pilnik";"Herman";"M";1914.1.8 0:00:00;1970.12.31 0:00:00
"777778192";"Szily";"Jozsef";"M";1913.10.2 0:00:00;1970.12.31 0:00:00
"777771579";"Petrosian";"Tigran";"M";1929.6.17 0:00:00;1970.12.31 0:00:00
"777778107";"Kramer";"Haije";"M";1917.11.24 0:00:00;1970.12.31 0:00:00
"777778113";"Lewi";"Jerzy";"M";1949.4.22 0:00:00;1970.12.31 0:00:00
"777778123";"Hamdan";"I";"M";1938.1.1 0:00:00;1970.12.31 0:00:00
"7777797";"Barendregt";"Johan";"M";1924.2.16 0:00:00;1970.12.31 0:00:00
"777771509";"Ortega";"Rogelio";"M";1915.3.28 0:00:00;1970.12.31 0:00:00
"703397777";"Szilagyi";"Gyorgy";"M";1921.7.4 0:00:00;1970.12.31 0:00:00
"777777000";"Gilg";"Karl";"M";1901.1.14 0:00:00;1970.12.31 0:00:00
"2901358";"Pelitov";"Dimitar";"M";1930.6.12 0:00:00;1970.12.31 0:00:00
"300284777";"Janata";"Michael";"M";1944.2.27 0:00:00;1970.12.31 0:00:00
"300373";"Augustin";"Josef";"M";1942.5.18 0:00:00;1970.12.31 0:00:00
"2901080";"Atanasov";"Gospodin";"M";1951.6.27 0:00:00;1970.12.31 0:00:00
"2900076";"Kirov";"Nino";"M";1945.2.9 0:00:00;1970.12.31 0:00:00
"300020";"Smejkal";"Jan";"M";1946.3.22 0:00:00;1970.12.31 0:00:00
"2901706";"Arnaudov";"Petar";"M";1939.3.20 0:00:00;1970.12.31 0:00:00
"3200191";"Hamilton";"Douglas G.";"M";1941.8.15 0:00:00;1970.12.31 0:00:00
"300098";"Filip";"Miroslav";"M";1928.10.27 0:00:00;1970.12.31 0:00:00
"300233";"Trapl";"Jindrich";"M";1942.3.24 0:00:00;1970.12.31 0:00:00
"300764";"Blatny";"Frantisek";"M";1933.4.2 0:00:00;1970.12.31 0:00:00
"2900238";"Spiridonov";"Nikola";"M";1938.2.28 0:00:00;1970.12.31 0:00:00
"302260";"Novak";"Ervin";"M";1943.11.6 0:00:00;1970.12.31 0:00:00
"3200272";"Flatow";"Alfred";"M";1937.8.28 0:00:00;1970.12.31 0:00:00
"3200264777";"Shaw";"Terrey I.";"M";1946.10.12 0:00:00;1970.12.31 0:00:00
"700207";"Dely";"Peter";"M";1934.7.5 0:00:00;1970.12.31 0:00:00
"2901889";"Milev";"Zdravko";"M";1929.10.25 0:00:00;1970.12.31 0:00:00
"2900149";"Velikov";"Petar";"M";1951.3.30 0:00:00;1970.12.31 0:00:00
"2900173";"Popov";"Luben";"M";1936.1.28 0:00:00;1970.12.31 0:00:00
"2900190";"Padevsky";"Nikola";"M";1933.5.29 0:00:00;1970.12.31 0:00:00
"300187";"Pribyl";"Josef";"M";1947.10.12 0:00:00;1970.12.31 0:00:00
"2900220";"Spassov";"Liuben";"M";1943.3.22 0:00:00;1970.12.31 0:00:00
"2900246";"Kolarov";"Atanas S.";"M";1934.3.2 0:00:00;1970.12.31 0:00:00
"301728777";"Ujtelki";"Maximilijan";"M";1915.4.20 0:00:00;1970.12.31 0:00:00
"2900599";"Radev";"Nikolai";"M";1938.12.19 0:00:00;1970.12.31 0:00:00
"2900270777";"Bobotsov";"Milko G.";"M";1931.9.30 0:00:00;1970.12.31 0:00:00
"2900742";"Orev";"Petar";"M";1934.6.7 0:00:00;1970.12.31 0:00:00
"2900300";"Radulov";"Ivan";"M";1939.1.7 0:00:00;1970.12.31 0:00:00
"2900203";"Tringov";"Georgi P.";"M";1937.3.7 0:00:00;1970.12.31 0:00:00
"2901030";"Jankov";"Todor";"M";1922.1.1 0:00:00;1970.12.31 0:00:00
"2900378";"Peev";"Peicho";"M";1940.4.2 0:00:00;1970.12.31 0:00:00
"300446";"Kupka";"Slavoj";"M";1942.7.8 0:00:00;1970.12.31 0:00:00
"2900475";"Bohosjan";"Sarkis";"M";1941.3.27 0:00:00;1970.12.31 0:00:00
"3200124";"Fuller";"Maxwell L.";"M";1945.1.28 0:00:00;1970.12.31 0:00:00
"300128";"Jansa";"Vlastimil";"M";1942.11.27 0:00:00;1970.12.31 0:00:00
"700690";"Forintos";"Gyozo V";"M";1935.7.30 0:00:00;1970.12.31 0:00:00
"700851";"Barczay";"Laszlo";"M";1936.2.21 0:00:00;1970.12.31 0:00:00
"701513";"Sapi";"Laszlo";"M";1935.3.20 0:00:00;1970.12.31 0:00:00
"700029";"Sax";"Gyula";"M";1951.6.18 0:00:00;1970.12.31 0:00:00
"701092";"Filep";"Tibor";"M";1935.12.28 0:00:00;1970.12.31 0:00:00
"700436";"Lilienthal";"Andor";"M";1911.5.5 0:00:00;1970.12.31 0:00:00
"700134";"Farago";"Ivan";"M";1946.4.1 0:00:00;1970.12.31 0:00:00
"3100103";"Berrios";"Angel";"M";1943.5.8 0:00:00;1970.12.31 0:00:00
"701904";"Tabor";"Jozsef";"M";1936.4.3 0:00:00;1970.12.31 0:00:00
"7100205";"Bachtiar";"Arovah";"M";1934.3.25 0:00:00;1970.12.31 0:00:00
"6900011777";"Ulvestad";"Olaf";"M";1912.10.27 0:00:00;1970.12.31 0:00:00
"700037";"Portisch";"Lajos";"M";1937.4.4 0:00:00;1970.12.31 0:00:00
"700398";"Haag";"Ervin";"M";1933.1.11 0:00:00;1970.12.31 0:00:00
"700010";"Ribli";"Zoltan";"M";1951.9.6 0:00:00;1970.12.31 0:00:00
"700584777";"Kovacs";"Laszlo M.";"M";1938.10.5 0:00:00;1970.12.31 0:00:00
"700541";"Lengyel";"Levente";"M";1933.6.13 0:00:00;1970.12.31 0:00:00
"701769777";"Banfalvi";"Sander";"M";1914.4.14 0:00:00;1970.12.31 0:00:00
"701149777";"Navarovszky";"Laszlo";"M";1933.4.3 0:00:00;1970.12.31 0:00:00
"3700259";"Riego";"Victorio";"M";1932.2.1 0:00:00;1970.12.31 0:00:00
"3800059";"Quinones Carrillo";"Oscar";"M";1941.1.14 0:00:00;1970.12.31 0:00:00
"3700089";"Silva";"Raul";"M";1939.1.6 0:00:00;1970.12.31 0:00:00
"3800113";"Vasquez";"Julio E";"M";1943.10.19 0:00:00;1970.12.31 0:00:00
"700819777";"Honfi";"Karoly";"M";1930.10.25 0:00:00;1970.12.31 0:00:00
"702870";"Kluger";"Gyula";"M";1914.1.15 0:00:00;1970.12.31 0:00:00
"702080";"Kovacs";"Zoltan";"M";1944.4.20 0:00:00;1970.12.31 0:00:00
"700100";"Csom";"Istvan";"M";1940.6.2 0:00:00;1970.12.31 0:00:00
"700169";"Szabo";"Laszlo";"M";1917.3.19 0:00:00;1970.12.31 0:00:00
"701670";"Ozsvath";"Andras";"M";1929.8.19 0:00:00;1970.12.31 0:00:00
"7000049777";"Miyasaki";"Yukio";"M";1929.11.30 0:00:00;1970.12.31 0:00:00
"700320";"Liptay";"Laszlo";"M";1937.7.3 0:00:00;1970.12.31 0:00:00
"700525";"Bilek";"Istvan";"M";1932.8.11 0:00:00;1970.12.31 0:00:00
"700487";"Portisch";"Ferenc";"M";1939.4.9 0:00:00;1970.12.31 0:00:00
"7100027";"Ardiansyah";"Haji";"M";1951.12.5 0:00:00;1970.12.31 0:00:00
"1200410";"Drimer";"Dolfi";"M";1934.10.18 0:00:00;1970.12.31 0:00:00
"700096";"Adorjan";"Andras";"M";1950.3.31 0:00:00;1970.12.31 0:00:00
"4900057";"Lhagva";"Jambaldoo";"M";1944.9.10 0:00:00;1970.12.31 0:00:00
"906913777";"Cudina";"Ivan";"M";1940.1.1 0:00:00;1970.12.31 0:00:00
"4700090";"Konci";"Egrem";"M";;1970.12.31 0:00:00
"500135";"Sirkia";"Mauri O.";"M";1947.7.18 0:00:00;1970.12.31 0:00:00
"500119";"Ojanen";"Kaarle S.";"M";1918.12.4 0:00:00;1970.12.31 0:00:00
"500020";"Westerinen";"Heikki M.J.";"M";1944.4.27 0:00:00;1970.12.31 0:00:00
"4700058";"Adhami";"Vangjel";"M";;1970.12.31 0:00:00
"12777778145";"Neikirch";"Oleg";"M";1914.3.8 0:00:00;1970.12.31 0:00:00
"4900065";"Ujtumen";"Tudev";"M";1939.12.24 0:00:00;1970.12.31 0:00:00
"12777778224";"Udovcic";"Mijo";"M";1920.9.11 0:00:00;1970.12.31 0:00:00
"4700082";"Pustina";"Ylvi";"M";;1970.12.31 0:00:00
"4700066777";"Vila";"Florian";"M";1940.1.1 0:00:00;1970.12.31 0:00:00
"5000092";"Aaron";"Manuel";"M";1935.12.30 0:00:00;1970.12.31 0:00:00
"1000160";"Langeweg";"Kick";"M";1937.3.7 0:00:00;1970.12.31 0:00:00
"100153";"Panno";"Oscar";"M";1935.3.17 0:00:00;1970.12.31 0:00:00
"100056";"Bolbochan";"Julio";"M";1920.3.20 0:00:00;1970.12.31 0:00:00
"4900081";"Myagmarsuren";"Lhamsuren";"M";1938.2.17 0:00:00;1970.12.31 0:00:00
"900494777";"Knezevic";"Milorad";"M";1936.10.31 0:00:00;1970.12.31 0:00:00
"900362";"Matulovic";"Milan";"M";1935.6.10 0:00:00;1970.12.31 0:00:00
"901997";"Ostojic";"Predrag";"M";1938.2.22 0:00:00;1970.12.31 0:00:00
"901431";"Ciric";"Dragoljub M";"M";1935.11.12 0:00:00;1970.12.31 0:00:00
"907820";"Saric";"Vladimir";"M";1951.4.13 0:00:00;1970.12.31 0:00:00
"901881";"Panov";"Vladimir (Vasil)";"M";1938.6.29 0:00:00;1970.12.31 0:00:00
"903930777";"Masic";"Ljubomir";"M";1936.7.5 0:00:00;1970.12.31 0:00:00
"12777778101";"Jaffe";;"M";;1970.12.31 0:00:00
"900621";"Cvetkovic";"Srdjan";"M";1946.2.28 0:00:00;1970.12.31 0:00:00
"1000632777";"Van Scheltinga";"Theo D.";"M";1914.3.6 0:00:00;1970.12.31 0:00:00
"903191";"Nikolic";"Stanimir";"M";1935.1.26 0:00:00;1970.12.31 0:00:00
"906620777";"Gasic";"Bozidar";"M";1937.10.12 0:00:00;1970.12.31 0:00:00
"904031";"Sokolov";"Vladimir";"M";1933.8.31 0:00:00;1970.12.31 0:00:00
"12777778125";"Aloni";"Itzhak";"M";1905.4.5 0:00:00;1970.12.31 0:00:00
"12800082777";"Mikenas";"Vladas";"M";1910.4.17 0:00:00;1970.12.31 0:00:00
"12800066";"Butnorius";"Algimantas";"M";1946.11.20 0:00:00;1970.12.31 0:00:00
"901644777";"Sahovic";"Dragutin";"M";1940.8.8 0:00:00;1970.12.31 0:00:00
"101435";"Foguelman";"Alberto";"M";1923.10.13 0:00:00;1970.12.31 0:00:00
"1000349";"Kuijpers";"Frans A";"M";1941.2.27 0:00:00;1970.12.31 0:00:00
"1200224";"Radovici";"Corvin";"M";1931.12.19 0:00:00;1970.12.31 0:00:00
"1000969";"Krabbe";"Tim";"M";1943.4.13 0:00:00;1970.12.31 0:00:00
"1000012";"Timman";"Jan H.";"M";1951.12.14 0:00:00;1970.12.31 0:00:00
"1000691";"Van Baarle";"John";"M";1945.4.19 0:00:00;1970.12.31 0:00:00
"100145777";"Eliskases";"Erich";"M";1913.2.15 0:00:00;1970.12.31 0:00:00
"1000187";"Bouwmeester";"Hans";"M";1929.9.16 0:00:00;1970.12.31 0:00:00
"1001264";"Van Oosterom";"Joop";"M";1937.12.12 0:00:00;1970.12.31 0:00:00
"100935";"Rossetto";"Hector";"M";1922.9.8 0:00:00;1970.12.31 0:00:00
"1001256";"Piket";"Joop J";"M";1940.12.14 0:00:00;1970.12.31 0:00:00
"1001370";"Van Der Weide";"Piet";"M";1943.3.30 0:00:00;1970.12.31 0:00:00
"100064777";"Najdorf";"Miguel";"M";1910.4.15 0:00:00;1970.12.31 0:00:00
"900273";"Vukic";"Milan";"M";1943.8.19 0:00:00;1970.12.31 0:00:00
"900010";"Ljubojevic";"Ljubomir";"M";1950.11.2 0:00:00;1970.12.31 0:00:00
"900141";"Ivkov";"Borislav";"M";1933.11.12 0:00:00;1970.12.31 0:00:00
"100021";"Quinteros";"Miguel A.";"M";1947.12.28 0:00:00;1970.12.31 0:00:00
"1000420";"Hartoch";"Robert G.";"M";1947.3.24 0:00:00;1970.12.31 0:00:00
"1000098";"Ree";"Hans";"M";1944.9.15 0:00:00;1970.12.31 0:00:00
"100293";"Juarez";"Carlos Eleodoro";"M";1938.6.29 0:00:00;1970.12.31 0:00:00
"100463";"Bronstein";"Luis";"M";1946.6.2 0:00:00;1970.12.31 0:00:00
"1000322777";"Cortlever";"Nicolaas";"M";1915.6.14 0:00:00;1970.12.31 0:00:00
"1000390";"Scholl";"Eddie C";"M";1944.10.17 0:00:00;1970.12.31 0:00:00
"100420";"Garcia";"Raimundo";"M";1936.5.27 0:00:00;1970.12.31 0:00:00
"77777374";"De Lange";"Daan";"M";1915.8.4 0:00:00;1970.12.31 0:00:00
"1000101";"Zuidema";"Coen";"M";1942.8.29 0:00:00;1970.12.31 0:00:00
"100501";"Schweber";"Samuel";"M";1936.7.16 0:00:00;1970.12.31 0:00:00
"1001167";"Kerkhoff";"Leo J";"M";1944.11.14 0:00:00;1970.12.31 0:00:00
"1001566777";"Prins";"Lodewijk";"M";1913.1.27 0:00:00;1970.12.31 0:00:00
"100161";"Rubinetti";"Jorge";"M";1945.3.31 0:00:00;1970.12.31 0:00:00
"100650";"Guimard";"Carlos E.";"M";1913.4.6 0:00:00;1970.12.31 0:00:00
"1000624";"Van Geet";"Dirk Daniel";"M";1932.3.1 0:00:00;1970.12.31 0:00:00
"100986";"Ocampo";"Raul";"M";1945.8.11 0:00:00;1970.12.31 0:00:00
"100030";"Sanguinetti";"Raul";"M";1933.2.3 0:00:00;1970.12.31 0:00:00
"1000934";"Jongsma";"Alexander";"M";1938.6.1 0:00:00;1970.12.31 0:00:00
"777771100";"Kotov";"Alexander";"M";1913.8.12 0:00:00;1970.12.31 0:00:00
"777776008";"Blau";"Max";"M";1918.12.19 0:00:00;1970.12.31 0:00:00
"777771549";"Pelikan";"Jorge";"M";1906.4.23 0:00:00;1970.12.31 0:00:00
"777775003";"Golombek";"Harry";"M";1911.3.1 0:00:00;1970.12.31 0:00:00
"800481";"Zichichi";"Alvise";"M";1938.7.4 0:00:00;1970.12.31 0:00:00
"800023";"Mariotti";"Sergio";"M";1946.8.10 0:00:00;1970.12.31 0:00:00
"800058777";"Cosulich";"Roberto";"M";1946.7.30 0:00:00;1970.12.31 0:00:00
"1400525";"Pedersen";"Karl";"M";1940.9.27 0:00:00;1970.12.31 0:00:00
"901270";"Buljovcic";"Ivan";"M";1936.12.27 0:00:00;1970.12.31 0:00:00
"77777563";"Flesch";"Janos";"M";1933.9.30 0:00:00;1970.12.31 0:00:00
"777778106";"Kozomara";"Vladimir";"M";1922.11.1 0:00:00;1970.12.31 0:00:00
"13500066";"Kupreichik";"Viktor D";"M";1949.7.3 0:00:00;1970.12.31 0:00:00
"13600184";"Gurgenidze";"Bukhuti";"M";1933.11.13 0:00:00;1970.12.31 0:00:00
"1400029";"Larsen";"Bent";"M";1935.3.4 0:00:00;1970.12.31 0:00:00
"1400738";"Jacobsen";"Bo";"M";1948.12.12 0:00:00;1970.12.31 0:00:00
"13600125";"Gaprindashvili";"Nona";"F";1941.5.3 0:00:00;1970.12.31 0:00:00
"800074";"Tatai";"Stefano";"M";1938.3.23 0:00:00;1970.12.31 0:00:00
"777775006";"Kajan";"Seppo";"M";1932.12.29 0:00:00;1970.12.31 0:00:00
"101176";"Palermo";"Vicente";"M";1932.3.12 0:00:00;1970.12.31 0:00:00
"77777465";"Dunkelblum";"Arthur";"M";1906.4.23 0:00:00;1970.12.31 0:00:00
"777771996";"Thorbergsson";"Freysteinn";"M";1931.5.12 0:00:00;1970.12.31 0:00:00
"777775000";"Golz";"Werner";"M";1933.11.8 0:00:00;1970.12.31 0:00:00
"777775001";"Enevoldsen";"Jens";"M";1907.9.23 0:00:00;1970.12.31 0:00:00
"777776014";"Byrne";"Donald";"M";1930.6.12 0:00:00;1970.12.31 0:00:00
"777776004";"Aronin";"Lev";"M";1920.7.20 0:00:00;1970.12.31 0:00:00
"777776010";"Botvinnik";"Mikhail";"M";1911.4.11 0:00:00;1970.12.31 0:00:00
"77777596";"Fuster";"Geza";"M";1910.2.19 0:00:00;1970.12.31 0:00:00
"777775007";"Koskinen";"Heikki";"M";1930.8.10 0:00:00;1970.12.31 0:00:00
"77777511";"Estrada Degrandi";"Walter";"M";1924.1.16 0:00:00;1970.12.31 0:00:00
"777775123";"Resende";"Josino";"M";1940.1.1 0:00:00;1970.12.31 0:00:00
"77777513";"Estrin";"Yakov B";"M";1923.4.21 0:00:00;1970.12.31 0:00:00
"777775219";"Purdy";"Cecil";"M";1906.3.27 0:00:00;1970.12.31 0:00:00
"777775555";"Rossolimo";"Nicolas";"M";1910.2.28 0:00:00;1970.12.31 0:00:00
"800830777";"Giustolisi";"Alberto";"M";1927.3.17 0:00:00;1970.12.31 0:00:00
"777775005";"Kottnauer";"Cenek";"M";1910.2.24 0:00:00;1970.12.31 0:00:00
"901032";"Leban";"Slavko";"M";1941.11.26 0:00:00;1970.12.31 0:00:00
"1101633";"Witkowski";"Stefan";"M";1931.9.27 0:00:00;1970.12.31 0:00:00
"77777412";"Diaz";"Salvador";"M";1940.1.1 0:00:00;1970.12.31 0:00:00
"1103539";"Jamroz";"Zbigniew";"M";1934.6.11 0:00:00;1970.12.31 0:00:00
"1101358";"Marszalek";"Rafal";"M";1940.11.30 0:00:00;1970.12.31 0:00:00
"1100041";"Schmidt";"Wlodzimierz";"M";1943.4.10 0:00:00;1970.12.31 0:00:00
"1400304";"Holm";"Sejer";"M";1939.8.10 0:00:00;1970.12.31 0:00:00
"1101188";"Kostro";"Jerzy";"M";1937.1.25 0:00:00;1970.12.31 0:00:00
"777771104";"Kozma";"Julius";"M";1929.6.1 0:00:00;1970.12.31 0:00:00
"901369";"Karaklajic";"Nikola";"M";1926.2.24 0:00:00;1970.12.31 0:00:00
"900842";"Rakic";"Tomislav";"M";1934.11.11 0:00:00;1970.12.31 0:00:00
"906727";"Milanovic";"Slobodan";"M";1941.5.13 0:00:00;1970.12.31 0:00:00
"908169";"Smederevac";"Petar";"M";1922.8.26 0:00:00;1970.12.31 0:00:00
"900400";"Gligoric";"Svetozar";"M";1923.2.2 0:00:00;1970.12.31 0:00:00
"905305";"Janosevic";"Dragoljub";"M";1923.7.8 0:00:00;1970.12.31 0:00:00
"902128";"Deze";"Anton";"M";1940.3.22 0:00:00;1970.12.31 0:00:00
"910490";"Lazarevic";"Milunka";"F";1932.12.1 0:00:00;1970.12.31 0:00:00
"1400177";"Bjerre";"Troels";"M";1947.8.16 0:00:00;1970.12.31 0:00:00
"900931";"Martinovic";"Slobodan";"M";1945.7.25 0:00:00;1970.12.31 0:00:00
"1100190";"Adamski";"Jan";"M";1943.11.11 0:00:00;1970.12.31 0:00:00
"1400479";"Norby";"Peter H.";"M";1940.6.28 0:00:00;1970.12.31 0:00:00
"13500058";"Kapengut";"Albert Z";"M";1944.7.4 0:00:00;1970.12.31 0:00:00
"1400134";"Brinck-Claussen";"Bjorn";"M";1942.1.29 0:00:00;1970.12.31 0:00:00
"14001697777";"Andersen";"Borge";"M";1934.3.19 0:00:00;1970.12.31 0:00:00
"1400754";"Petersen";"Finn";"M";1940.4.28 0:00:00;1970.12.31 0:00:00
"1400207";"Jakobsen";"Ole";"M";1942.10.19 0:00:00;1970.12.31 0:00:00
"1100661";"Doda";"Zbigniew";"M";1931.2.22 0:00:00;1970.12.31 0:00:00
"1101803";"Balcerowski";"Witold";"M";1935.8.10 0:00:00;1970.12.31 0:00:00
"1100491";"Filipowicz";"Andrzej";"M";1938.5.13 0:00:00;1970.12.31 0:00:00
"1100475";"Sydor";"Andrzej";"M";1937.1.3 0:00:00;1970.12.31 0:00:00
"1100890";"Bednarski";"Jacek B";"M";1939.3.12 0:00:00;1970.12.31 0:00:00
"1101897";"Grabczewski";"Romuald";"M";1932.2.7 0:00:00;1970.12.31 0:00:00
"1400550";"Moe";"Mogens";"M";1944.3.13 0:00:00;1970.12.31 0:00:00
"1400649";"Hvenekilde";"Jorgen";"M";1935.8.29 0:00:00;1970.12.31 0:00:00
"14500191";"Rukavina";"Josip";"M";1942.10.29 0:00:00;1971.7.1 0:00:00
"14602377";"Beliavsky";"Alexander G";"M";1953.12.17 0:00:00;1971.7.1 0:00:00
"14600021";"Barle";"Janez";"M";1952.3.21 0:00:00;1971.7.1 0:00:00
"4600940";"Borngaesser";"Rene";"M";1951.9.22 0:00:00;1971.7.1 0:00:00
"4500083";"Vooremaa";"Andres";"M";1944.7.19 0:00:00;1971.7.1 0:00:00
"1001620";"Van Der Mije";"Alexandra";"F";1940.7.22 0:00:00;1971.7.1 0:00:00
"2000741";"Soltis";"Andrew E";"M";1947.5.28 0:00:00;1971.7.1 0:00:00
"5200091";"De Castro";"Edgar";"M";;1971.7.1 0:00:00
"2002264";"Denker";"Arnold S";"M";1914.2.21 0:00:00;1971.7.1 0:00:00
"2000750";"Strauss";"David J";"M";1946.8.7 0:00:00;1971.7.1 0:00:00
"1300180";"Huss";"Andreas";"M";1950.10.15 0:00:00;1971.7.1 0:00:00
"2800330";"Richter";"Yosef";"M";1939.5.6 0:00:00;1971.7.1 0:00:00
"2800144777";"Bleiman";"Yaacov";"M";1947.9.8 0:00:00;1971.7.1 0:00:00
"2200899";"Palacios De La Prida";"Erne";"M";1943.11.13 0:00:00;1971.7.1 0:00:00
"401005";"Cafferty";"Bernard";"M";1934.6.27 0:00:00;1971.7.1 0:00:00
"1000659";"Van Der Vliet";"Fred";"M";1948.9.23 0:00:00;1971.7.1 0:00:00
"400408";"Markland";"Peter R.";"M";1951.4.13 0:00:00;1971.7.1 0:00:00
"401404";"Saverymuttu";"Seth";"M";1952.6.7 0:00:00;1971.7.1 0:00:00
"300217";"Lechtynsky";"Jiri";"M";1947.11.25 0:00:00;1971.7.1 0:00:00
"100315";"Poch";"Cesar G.";"M";1946.6.6 0:00:00;1971.7.1 0:00:00
"5100690";"Ocampo Vargas";"Raul";"M";1952.1.1 0:00:00;1971.7.1 0:00:00
"2900106";"Ermenkov";"Evgenij";"M";1949.9.29 0:00:00;1971.7.1 0:00:00
"300543";"Hlousek";"Zdenek";"M";1948.4.3 0:00:00;1971.7.1 0:00:00
"302074777";"Alster";"Ladislav";"M";1927.4.2 0:00:00;1971.7.1 0:00:00
"302082";"Fichtl";"Jiri";"M";1922.2.16 0:00:00;1971.7.1 0:00:00
"2900548777";"Daskalov";"Georgi";"M";1933.6.7 0:00:00;1971.7.1 0:00:00
"1200054";"Ghinda";"Mihail-Viorel";"M";1949.7.25 0:00:00;1971.7.1 0:00:00
"1200160";"Pavlov";"Mircea";"M";1937.9.14 0:00:00;1971.7.1 0:00:00
"100889";"Sumiacher";"Carlos";"M";1949.12.12 0:00:00;1971.7.1 0:00:00
"1700243";"Uddenfeldt";"Dan";"M";1951.3.29 0:00:00;1971.7.1 0:00:00
"801160";"Trincardi";"Tullio";"M";1936.3.23 0:00:00;1971.7.1 0:00:00
"77777358";"Danov";"Kiril";"M";1934.8.4 0:00:00;1971.7.1 0:00:00
"1400126";"Fedder";"Steen";"M";1951.6.14 0:00:00;1971.7.1 0:00:00
"1400193";"Hamann";"Svend";"M";1940.10.8 0:00:00;1971.7.1 0:00:00
"905747";"Mihaljcisin";"Mihajlo";"M";1933.2.22 0:00:00;1971.7.1 0:00:00
"1000764";"Vogel";"Jaap";"M";1948.3.31 0:00:00;1971.7.1 0:00:00
"100331";"Brond";"Victor";"M";1947.9.15 0:00:00;1971.7.1 0:00:00
"1700901";"Akvist";"Hakan";"M";1941.10.27 0:00:00;1971.7.1 0:00:00
"2000040";"Gulko";"Boris F";"M";1947.2.9 0:00:00;1972.7.1 0:00:00
"1900188";"Silva";"Fernando";"M";1950.8.4 0:00:00;1972.7.1 0:00:00
